Date,ICCO daily price (US$/tonne)
01/12/2017,"2,046.00"
30/11/2017,"2,056.66"
29/11/2017,"2,105.65"
28/11/2017,"2,052.50"
27/11/2017,"2,080.72"
24/11/2017,"2,119.73"
23/11/2017,"2,127.49"
22/11/2017,"2,138.13"
21/11/2017,"2,124.31"
20/11/2017,"2,111.08"
17/11/2017,"2,148.63"
16/11/2017,"2,159.12"
15/11/2017,"2,151.05"
14/11/2017,"2,157.21"
13/11/2017,"2,194.24"
10/11/2017,"2,212.71"
09/11/2017,"2,182.37"
08/11/2017,"2,183.33"
07/11/2017,"2,145.17"
06/11/2017,"2,115.90"
03/11/2017,"2,064.12"
02/11/2017,"2,061.38"
01/11/2017,"2,122.32"
31/10/2017,"2,095.50"
30/10/2017,"2,114.85"
27/10/2017,"2,108.50"
26/10/2017,"2,122.62"
25/10/2017,"2,089.82"
24/10/2017,"2,091.28"
23/10/2017,"2,125.85"
20/10/2017,"2,134.16"
19/10/2017,"2,140.83"
18/10/2017,"2,085.42"
17/10/2017,"2,083.07"
16/10/2017,"2,070.88"
13/10/2017,"2,108.43"
12/10/2017,"2,111.05"
11/10/2017,"2,124.12"
10/10/2017,"2,068.91"
09/10/2017,"2,039.13"
06/10/2017,"2,100.93"
05/10/2017,"2,097.04"
04/10/2017,"2,087.49"
03/10/2017,"2,084.55"
02/10/2017,"2,050.77"
29/09/2017,"2,050.42"
28/09/2017,"2,000.41"
27/09/2017,"2,028.65"
26/09/2017,"1,991.87"
25/09/2017,"1,996.55"
22/09/2017,"2,006.34"
21/09/2017,"2,042.83"
20/09/2017,"2,024.40"
19/09/2017,"1,999.54"
18/09/2017,"2,005.38"
15/09/2017,"2,030.19"
14/09/2017,"2,000.97"
13/09/2017,"2,008.88"
12/09/2017,"1,979.23"
11/09/2017,"1,962.80"
08/09/2017,"1,966.50"
07/09/2017,"1,944.22"
06/09/2017,"1,958.98"
05/09/2017,"1,987.67"
04/09/2017,"1,986.12"
01/09/2017,"1,992.30"
31/08/2017,"1,968.96"
30/08/2017,"1,970.16"
29/08/2017,"2,002.35"
28/08/2017,"2,014.59"
25/08/2017,"1,969.40"
24/08/2017,"1,932.26"
23/08/2017,"1,912.22"
22/08/2017,"1,923.78"
21/08/2017,"1,941.25"
18/08/2017,"1,926.57"
17/08/2017,"1,917.12"
16/08/2017,"1,889.47"
15/08/2017,"1,914.25"
14/08/2017,"1,957.46"
11/08/2017,"2,009.34"
10/08/2017,"1,999.16"
09/08/2017,"2,034.07"
08/08/2017,"2,056.85"
07/08/2017,"2,066.87"
04/08/2017,"2,048.81"
03/08/2017,"2,106.14"
02/08/2017,"2,106.51"
01/08/2017,"2,069.22"
31/07/2017,"2,110.81"
28/07/2017,"2,105.60"
27/07/2017,"2,056.65"
26/07/2017,"1,975.88"
25/07/2017,"1,990.69"
24/07/2017,"2,029.47"
21/07/2017,"2,027.88"
20/07/2017,"2,015.82"
19/07/2017,"2,004.46"
18/07/2017,"1,976.28"
17/07/2017,"1,975.04"
14/07/2017,"1,977.80"
13/07/2017,"1,938.43"
12/07/2017,"1,883.45"
11/07/2017,"1,876.47"
10/07/2017,"1,897.95"
07/07/2017,"1,931.04"
06/07/2017,"1,978.63"
05/07/2017,"1,999.23"
04/07/2017,"1,997.75"
03/07/2017,"2,010.84"
30/06/2017,"1,988.14"
29/06/2017,"1,920.27"
28/06/2017,"1,940.38"
27/06/2017,"1,918.98"
26/06/2017,"1,901.01"
23/06/2017,"1,936.34"
22/06/2017,"1,884.92"
21/06/2017,"1,908.70"
20/06/2017,"1,971.89"
19/06/2017,"1,988.87"
16/06/2017,"2,075.04"
15/06/2017,"2,108.19"
14/06/2017,"2,088.59"
13/06/2017,"2,065.09"
12/06/2017,"2,098.53"
09/06/2017,"2,056.05"
08/06/2017,"2,005.66"
07/06/2017,"2,000.43"
06/06/2017,"2,010.81"
05/06/2017,"2,016.53"
02/06/2017,"2,027.10"
01/06/2017,"2,049.93"
31/05/2017,"2,065.74"
30/05/2017,"2,055.13"
26/05/2017,"1,936.25"
25/05/2017,"1,908.49"
24/05/2017,"1,924.33"
23/05/2017,"2,039.54"
22/05/2017,"2,058.27"
19/05/2017,"2,054.47"
18/05/2017,"2,108.35"
17/05/2017,"2,075.90"
16/05/2017,"2,058.87"
15/05/2017,"2,070.43"
12/05/2017,"2,033.66"
11/05/2017,"1,984.63"
10/05/2017,"1,987.74"
09/05/2017,"1,991.96"
08/05/2017,"1,987.30"
05/05/2017,"1,903.56"
04/05/2017,"1,874.72"
03/05/2017,"1,817.36"
02/05/2017,"1,844.62"
01/05/2017,"1,855.35"
28/04/2017,"1,869.40"
27/04/2017,"1,902.08"
26/04/2017,"1,907.24"
25/04/2017,"1,881.41"
24/04/2017,"1,844.37"
21/04/2017,"1,879.80"
20/04/2017,"1,832.82"
19/04/2017,"1,901.08"
18/04/2017,"1,954.29"
17/04/2017,"1,942.31"
13/04/2017,"1,925.06"
12/04/2017,"1,973.33"
11/04/2017,"1,998.02"
10/04/2017,"1,974.11"
07/04/2017,"2,020.25"
06/04/2017,"2,096.16"
05/04/2017,"2,123.12"
04/04/2017,"2,119.16"
03/04/2017,"2,117.98"
31/03/2017,"2,107.67"
30/03/2017,"2,113.31"
29/03/2017,"2,105.21"
28/03/2017,"2,147.38"
27/03/2017,"2,170.99"
24/03/2017,"2,152.74"
23/03/2017,"2,195.70"
22/03/2017,"2,183.74"
21/03/2017,"2,172.88"
20/03/2017,"2,134.51"
17/03/2017,"2,040.50"
16/03/2017,"2,051.35"
15/03/2017,"2,066.98"
14/03/2017,"2,071.86"
13/03/2017,"2,034.78"
10/03/2017,"1,952.12"
09/03/2017,"1,925.49"
08/03/2017,"1,937.53"
07/03/2017,"1,943.56"
06/03/2017,"1,958.94"
03/03/2017,"1,980.06"
02/03/2017,"1,953.71"
01/03/2017,"1,928.40"
28/02/2017,"1,934.99"
27/02/2017,"2,006.19"
24/02/2017,"2,023.13"
23/02/2017,"2,059.45"
22/02/2017,"2,025.22"
21/02/2017,"2,031.62"
20/02/2017,"2,031.55"
17/02/2017,"2,039.06"
16/02/2017,"2,074.01"
15/02/2017,"2,020.67"
14/02/2017,"1,935.87"
13/02/2017,"1,948.00"
10/02/2017,"1,991.10"
09/02/2017,"2,023.73"
08/02/2017,"2,035.12"
07/02/2017,"2,045.98"
06/02/2017,"2,083.50"
03/02/2017,"2,109.03"
02/02/2017,"2,121.72"
01/02/2017,"2,141.69"
31/01/2017,"2,129.19"
30/01/2017,"2,112.17"
27/01/2017,"2,132.27"
26/01/2017,"2,169.73"
25/01/2017,"2,222.74"
24/01/2017,"2,222.89"
23/01/2017,"2,195.20"
20/01/2017,"2,166.75"
19/01/2017,"2,181.78"
18/01/2017,"2,235.07"
17/01/2017,"2,241.30"
16/01/2017,"2,202.64"
13/01/2017,"2,211.53"
12/01/2017,"2,224.57"
11/01/2017,"2,138.09"
10/01/2017,"2,206.34"
09/01/2017,"2,184.75"
06/01/2017,"2,258.91"
05/01/2017,"2,261.74"
04/01/2017,"2,238.10"
03/01/2017,"2,177.18"
30/12/2016,"2,148.21"
29/12/2016,"2,174.50"
28/12/2016,"2,214.27"
27/12/2016,"2,244.11"
23/12/2016,"2,251.21"
22/12/2016,"2,213.49"
21/12/2016,"2,288.00"
20/12/2016,"2,278.65"
19/12/2016,"2,311.22"
16/12/2016,"2,278.81"
15/12/2016,"2,261.36"
14/12/2016,"2,333.66"
13/12/2016,"2,306.60"
12/12/2016,"2,261.32"
09/12/2016,"2,206.02"
08/12/2016,"2,290.56"
07/12/2016,"2,344.77"
06/12/2016,"2,377.05"
05/12/2016,"2,398.80"
02/12/2016,"2,426.34"
01/12/2016,"2,434.89"
30/11/2016,"2,415.66"
29/11/2016,"2,441.28"
28/11/2016,"2,430.00"
25/11/2016,"2,447.18"
24/11/2016,"2,459.08"
23/11/2016,"2,469.79"
22/11/2016,"2,473.05"
21/11/2016,"2,463.28"
18/11/2016,"2,455.82"
17/11/2016,"2,459.05"
16/11/2016,"2,458.56"
15/11/2016,"2,441.37"
14/11/2016,"2,460.76"
11/11/2016,"2,520.98"
10/11/2016,"2,498.20"
09/11/2016,"2,501.46"
08/11/2016,"2,510.20"
07/11/2016,"2,498.65"
04/11/2016,"2,589.08"
03/11/2016,"2,673.48"
02/11/2016,"2,678.19"
01/11/2016,"2,665.42"
31/10/2016,"2,692.19"
28/10/2016,"2,695.23"
27/10/2016,"2,681.50"
26/10/2016,"2,708.29"
25/10/2016,"2,687.53"
24/10/2016,"2,670.53"
21/10/2016,"2,680.21"
20/10/2016,"2,680.12"
19/10/2016,"2,686.86"
18/10/2016,"2,672.17"
17/10/2016,"2,669.95"
14/10/2016,"2,695.09"
13/10/2016,"2,685.00"
12/10/2016,"2,651.01"
11/10/2016,"2,677.06"
10/10/2016,"2,678.57"
07/10/2016,"2,775.59"
06/10/2016,"2,792.15"
05/10/2016,"2,834.99"
04/10/2016,"2,815.89"
03/10/2016,"2,808.41"
30/09/2016,"2,797.87"
29/09/2016,"2,773.22"
28/09/2016,"2,851.96"
27/09/2016,"2,890.01"
26/09/2016,"2,868.78"
23/09/2016,"2,875.97"
22/09/2016,"2,944.81"
21/09/2016,"2,898.77"
20/09/2016,"2,890.52"
19/09/2016,"2,898.73"
16/09/2016,"2,848.20"
15/09/2016,"2,878.55"
14/09/2016,"2,856.74"
13/09/2016,"2,830.50"
12/09/2016,"2,841.16"
09/09/2016,"2,807.16"
08/09/2016,"2,919.69"
07/09/2016,"2,941.00"
06/09/2016,"2,959.62"
05/09/2016,"2,945.74"
02/09/2016,"2,938.54"
01/09/2016,"2,928.58"
31/08/2016,"2,940.74"
30/08/2016,"2,929.21"
29/08/2016,"2,968.06"
26/08/2016,"3,041.12"
25/08/2016,"3,055.93"
24/08/2016,"3,053.76"
23/08/2016,"3,074.52"
22/08/2016,"3,020.30"
19/08/2016,"3,114.93"
18/08/2016,"3,134.91"
17/08/2016,"3,094.28"
16/08/2016,"3,078.79"
15/08/2016,"3,032.47"
12/08/2016,"3,029.46"
11/08/2016,"3,037.06"
10/08/2016,"3,054.34"
09/08/2016,"3,006.65"
08/08/2016,"3,037.73"
05/08/2016,"3,047.68"
04/08/2016,"3,029.40"
03/08/2016,"3,039.22"
02/08/2016,"2,958.07"
01/08/2016,"2,984.58"
29/07/2016,"2,912.89"
28/07/2016,"2,933.98"
27/07/2016,"2,937.89"
26/07/2016,"2,931.42"
25/07/2016,"2,934.10"
22/07/2016,"2,968.17"
21/07/2016,"2,989.03"
20/07/2016,"3,037.30"
19/07/2016,"3,056.00"
18/07/2016,"3,138.04"
15/07/2016,"3,105.28"
14/07/2016,"3,185.60"
13/07/2016,"3,163.88"
12/07/2016,"3,142.05"
11/07/2016,"3,120.27"
08/07/2016,"3,114.41"
07/07/2016,"3,122.06"
06/07/2016,"3,101.59"
05/07/2016,"3,078.69"
04/07/2016,"3,053.46"
01/07/2016,"3,023.37"
30/06/2016,"2,998.89"
29/06/2016,"3,058.20"
28/06/2016,"3,025.54"
27/06/2016,"3,009.96"
24/06/2016,"3,044.66"
23/06/2016,"3,218.07"
22/06/2016,"3,192.83"
21/06/2016,"3,179.91"
20/06/2016,"3,167.47"
17/06/2016,"3,108.40"
16/06/2016,"3,064.84"
15/06/2016,"3,142.96"
14/06/2016,"3,166.51"
13/06/2016,"3,176.66"
10/06/2016,"3,168.02"
09/06/2016,"3,165.82"
08/06/2016,"3,168.92"
07/06/2016,"3,165.09"
06/06/2016,"3,139.27"
03/06/2016,"3,115.69"
02/06/2016,"3,120.49"
01/06/2016,"3,097.17"
31/05/2016,"3,116.83"
27/05/2016,"3,077.58"
26/05/2016,"3,034.00"
25/05/2016,"3,035.77"
24/05/2016,"3,061.05"
23/05/2016,"3,056.73"
20/05/2016,"3,005.25"
19/05/2016,"2,980.97"
18/05/2016,"3,016.83"
17/05/2016,"2,977.96"
16/05/2016,"3,001.09"
13/05/2016,"3,040.45"
12/05/2016,"3,084.00"
11/05/2016,"3,141.18"
10/05/2016,"3,168.18"
09/05/2016,"3,147.52"
06/05/2016,"3,137.26"
05/05/2016,"3,217.39"
04/05/2016,"3,238.39"
03/05/2016,"3,253.39"
02/05/2016,"3,280.01"
29/04/2016,"3,281.13"
28/04/2016,"3,223.38"
27/04/2016,"3,235.72"
26/04/2016,"3,254.83"
25/04/2016,"3,212.07"
22/04/2016,"3,196.14"
21/04/2016,"3,139.25"
20/04/2016,"3,128.26"
19/04/2016,"3,121.04"
18/04/2016,"3,077.06"
15/04/2016,"3,022.51"
14/04/2016,"3,042.02"
13/04/2016,"3,007.89"
12/04/2016,"3,013.78"
11/04/2016,"2,991.48"
08/04/2016,"2,947.52"
07/04/2016,"2,926.97"
06/04/2016,"2,973.60"
05/04/2016,"2,954.54"
04/04/2016,"2,939.05"
01/04/2016,"2,960.16"
31/03/2016,"3,023.34"
30/03/2016,"3,045.82"
29/03/2016,"3,042.64"
28/03/2016,"3,041.60"
24/03/2016,"3,035.18"
23/03/2016,"3,028.40"
22/03/2016,"3,093.64"
21/03/2016,"3,129.70"
18/03/2016,"3,178.27"
17/03/2016,"3,181.54"
16/03/2016,"3,099.83"
15/03/2016,"3,110.80"
14/03/2016,"3,141.83"
11/03/2016,"3,120.08"
10/03/2016,"3,118.55"
09/03/2016,"3,078.49"
08/03/2016,"3,028.04"
07/03/2016,"3,063.73"
04/03/2016,"3,055.51"
03/03/2016,"3,010.75"
02/03/2016,"3,003.01"
01/03/2016,"2,986.65"
29/02/2016,"3,006.12"
26/02/2016,"2,939.99"
25/02/2016,"2,998.47"
24/02/2016,"2,982.30"
23/02/2016,"2,942.62"
22/02/2016,"2,937.36"
19/02/2016,"2,908.08"
18/02/2016,"2,968.57"
17/02/2016,"2,931.11"
16/02/2016,"2,892.16"
15/02/2016,"2,901.45"
12/02/2016,"2,919.21"
11/02/2016,"2,858.67"
10/02/2016,"2,905.25"
09/02/2016,"2,912.16"
08/02/2016,"2,922.43"
05/02/2016,"2,845.59"
04/02/2016,"2,829.70"
03/02/2016,"2,894.94"
02/02/2016,"2,823.02"
01/02/2016,"2,924.48"
29/01/2016,"2,816.37"
28/01/2016,"2,850.78"
27/01/2016,"2,821.46"
26/01/2016,"2,886.57"
25/01/2016,"2,878.79"
22/01/2016,"2,933.38"
21/01/2016,"2,914.22"
20/01/2016,"2,857.29"
19/01/2016,"2,984.54"
18/01/2016,"2,971.91"
15/01/2016,"2,969.12"
14/01/2016,"2,914.50"
13/01/2016,"2,948.53"
12/01/2016,"2,924.45"
11/01/2016,"2,953.28"
08/01/2016,"3,069.20"
07/01/2016,"3,021.27"
06/01/2016,"3,035.31"
05/01/2016,"3,115.17"
04/01/2016,"3,182.26"
31/12/2015,"3,268.66"
30/12/2015,"3,273.51"
29/12/2015,"3,258.71"
28/12/2015,"3,270.59"
24/12/2015,"3,294.03"
23/12/2015,"3,300.60"
22/12/2015,"3,245.65"
21/12/2015,"3,290.51"
18/12/2015,"3,305.12"
17/12/2015,"3,304.74"
16/12/2015,"3,338.70"
15/12/2015,"3,389.40"
14/12/2015,"3,419.98"
11/12/2015,"3,402.86"
10/12/2015,"3,396.71"
09/12/2015,"3,419.34"
08/12/2015,"3,364.88"
07/12/2015,"3,449.18"
04/12/2015,"3,431.81"
03/12/2015,"3,423.48"
02/12/2015,"3,374.88"
01/12/2015,"3,380.98"
30/11/2015,"3,377.69"
27/11/2015,"3,357.86"
26/11/2015,"3,357.98"
25/11/2015,"3,354.34"
24/11/2015,"3,384.84"
23/11/2015,"3,354.80"
20/11/2015,"3,414.63"
19/11/2015,"3,430.19"
18/11/2015,"3,393.38"
17/11/2015,"3,413.84"
16/11/2015,"3,420.17"
13/11/2015,"3,415.97"
12/11/2015,"3,373.22"
11/11/2015,"3,359.98"
10/11/2015,"3,323.31"
09/11/2015,"3,257.49"
06/11/2015,"3,289.36"
05/11/2015,"3,318.56"
04/11/2015,"3,286.03"
03/11/2015,"3,347.39"
02/11/2015,"3,346.62"
30/10/2015,"3,322.99"
29/10/2015,"3,280.99"
28/10/2015,"3,281.71"
27/10/2015,"3,262.28"
26/10/2015,"3,248.38"
23/10/2015,"3,199.82"
22/10/2015,"3,206.11"
21/10/2015,"3,212.02"
20/10/2015,"3,263.64"
19/10/2015,"3,236.09"
16/10/2015,"3,185.04"
15/10/2015,"3,169.62"
14/10/2015,"3,173.43"
13/10/2015,"3,179.15"
12/10/2015,"3,143.86"
09/10/2015,"3,117.33"
08/10/2015,"3,128.52"
07/10/2015,"3,140.67"
06/10/2015,"3,146.48"
05/10/2015,"3,150.37"
02/10/2015,"3,153.90"
01/10/2015,"3,160.24"
30/09/2015,"3,196.29"
29/09/2015,"3,230.37"
28/09/2015,"3,287.64"
25/09/2015,"3,320.83"
24/09/2015,"3,339.51"
23/09/2015,"3,354.38"
22/09/2015,"3,349.49"
21/09/2015,"3,350.48"
18/09/2015,"3,356.35"
17/09/2015,"3,324.52"
16/09/2015,"3,303.69"
15/09/2015,"3,270.52"
14/09/2015,"3,325.18"
11/09/2015,"3,297.89"
10/09/2015,"3,313.59"
09/09/2015,"3,307.55"
08/09/2015,"3,262.98"
07/09/2015,"3,239.80"
04/09/2015,"3,205.83"
03/09/2015,"3,155.81"
02/09/2015,"3,148.97"
01/09/2015,"3,184.34"
31/08/2015,"3,161.57"
28/08/2015,"3,145.60"
27/08/2015,"3,153.20"
26/08/2015,"3,147.00"
25/08/2015,"3,154.66"
24/08/2015,"3,149.78"
21/08/2015,"3,133.33"
20/08/2015,"3,181.64"
19/08/2015,"3,162.85"
18/08/2015,"3,134.35"
17/08/2015,"3,112.06"
14/08/2015,"3,114.00"
13/08/2015,"3,116.78"
12/08/2015,"3,098.63"
11/08/2015,"3,147.91"
10/08/2015,"3,160.37"
07/08/2015,"3,171.83"
06/08/2015,"3,118.87"
05/08/2015,"3,181.59"
04/08/2015,"3,231.33"
03/08/2015,"3,236.69"
31/07/2015,"3,276.29"
30/07/2015,"3,286.49"
29/07/2015,"3,281.46"
28/07/2015,"3,268.06"
27/07/2015,"3,253.88"
24/07/2015,"3,240.57"
23/07/2015,"3,295.86"
22/07/2015,"3,331.12"
21/07/2015,"3,385.89"
20/07/2015,"3,397.62"
17/07/2015,"3,393.44"
16/07/2015,"3,395.18"
15/07/2015,"3,397.79"
14/07/2015,"3,408.55"
13/07/2015,"3,351.78"
10/07/2015,"3,347.08"
09/07/2015,"3,315.92"
08/07/2015,"3,285.75"
07/07/2015,"3,291.69"
06/07/2015,"3,320.36"
03/07/2015,"3,325.42"
02/07/2015,"3,330.82"
01/07/2015,"3,316.07"
30/06/2015,"3,315.65"
29/06/2015,"3,362.95"
26/06/2015,"3,352.21"
25/06/2015,"3,305.18"
24/06/2015,"3,314.00"
23/06/2015,"3,285.68"
22/06/2015,"3,319.14"
19/06/2015,"3,298.68"
18/06/2015,"3,323.03"
17/06/2015,"3,257.50"
16/06/2015,"3,265.78"
15/06/2015,"3,233.05"
12/06/2015,"3,202.84"
11/06/2015,"3,158.64"
10/06/2015,"3,179.68"
09/06/2015,"3,158.26"
08/06/2015,"3,159.49"
05/06/2015,"3,156.78"
04/06/2015,"3,160.61"
03/06/2015,"3,178.53"
02/06/2015,"3,163.41"
01/06/2015,"3,107.38"
29/05/2015,"3,140.19"
28/05/2015,"3,165.56"
27/05/2015,"3,173.68"
26/05/2015,"3,183.70"
22/05/2015,"3,185.32"
21/05/2015,"3,206.26"
20/05/2015,"3,158.02"
19/05/2015,"3,178.35"
18/05/2015,"3,177.88"
15/05/2015,"3,172.39"
14/05/2015,"3,134.06"
13/05/2015,"3,110.31"
12/05/2015,"3,090.46"
11/05/2015,"3,048.79"
08/05/2015,"2,996.94"
07/05/2015,"2,979.42"
06/05/2015,"2,968.14"
05/05/2015,"2,982.72"
04/05/2015,"2,938.39"
01/05/2015,"2,929.38"
30/04/2015,"2,987.14"
29/04/2015,"2,990.04"
28/04/2015,"2,965.26"
27/04/2015,"2,960.14"
24/04/2015,"2,922.78"
23/04/2015,"2,844.97"
22/04/2015,"2,826.91"
21/04/2015,"2,820.24"
20/04/2015,"2,822.19"
17/04/2015,"2,868.87"
16/04/2015,"2,895.12"
15/04/2015,"2,844.94"
14/04/2015,"2,879.73"
13/04/2015,"2,835.54"
10/04/2015,"2,814.17"
09/04/2015,"2,828.15"
08/04/2015,"2,844.03"
07/04/2015,"2,832.72"
06/04/2015,"2,837.15"
02/04/2015,"2,817.78"
01/04/2015,"2,795.90"
31/03/2015,"2,764.77"
30/03/2015,"2,751.23"
27/03/2015,"2,801.34"
26/03/2015,"2,817.01"
25/03/2015,"2,834.61"
24/03/2015,"2,832.37"
23/03/2015,"2,813.30"
20/03/2015,"2,838.43"
19/03/2015,"2,769.67"
18/03/2015,"2,804.98"
17/03/2015,"2,837.86"
16/03/2015,"2,843.96"
13/03/2015,"2,867.88"
12/03/2015,"2,885.70"
11/03/2015,"2,887.44"
10/03/2015,"2,948.93"
09/03/2015,"2,969.34"
06/03/2015,"2,974.18"
05/03/2015,"3,027.89"
04/03/2015,"3,034.14"
03/03/2015,"3,061.70"
02/03/2015,"3,042.38"
27/02/2015,"3,050.52"
26/02/2015,"3,016.86"
25/02/2015,"3,000.56"
24/02/2015,"3,049.79"
23/02/2015,"3,037.07"
20/02/2015,"3,013.09"
19/02/2015,"3,000.14"
18/02/2015,"3,003.93"
17/02/2015,"2,976.25"
16/02/2015,"2,964.29"
13/02/2015,"2,992.40"
12/02/2015,"2,993.47"
11/02/2015,"2,948.10"
10/02/2015,"2,929.14"
09/02/2015,"2,934.81"
06/02/2015,"2,859.43"
05/02/2015,"2,836.56"
04/02/2015,"2,807.45"
03/02/2015,"2,778.00"
02/02/2015,"2,744.64"
30/01/2015,"2,761.10"
29/01/2015,"2,759.69"
28/01/2015,"2,787.03"
27/01/2015,"2,813.83"
26/01/2015,"2,802.32"
23/01/2015,"2,819.72"
22/01/2015,"2,860.76"
21/01/2015,"2,906.19"
20/01/2015,"2,968.84"
19/01/2015,"2,980.89"
16/01/2015,"2,982.59"
15/01/2015,"3,009.87"
14/01/2015,"3,026.85"
13/01/2015,"3,018.58"
12/01/2015,"3,024.03"
09/01/2015,"2,989.09"
08/01/2015,"3,005.38"
07/01/2015,"2,946.87"
06/01/2015,"2,933.67"
05/01/2015,"2,973.07"
02/01/2015,"2,971.75"
31/12/2014,"2,970.86"
30/12/2014,"3,001.86"
29/12/2014,"2,992.04"
26/12/2014,"2,986.32"
24/12/2014,"2,999.54"
23/12/2014,"2,990.66"
22/12/2014,"3,010.11"
19/12/2014,"3,005.92"
18/12/2014,"2,992.68"
17/12/2014,"2,952.92"
16/12/2014,"2,952.21"
15/12/2014,"2,914.81"
12/12/2014,"2,902.37"
11/12/2014,"2,894.21"
10/12/2014,"2,966.52"
09/12/2014,"2,982.60"
08/12/2014,"2,945.25"
05/12/2014,"2,937.80"
04/12/2014,"2,917.34"
03/12/2014,"2,902.98"
02/12/2014,"2,905.19"
01/12/2014,"2,944.33"
28/11/2014,"2,899.92"
27/11/2014,"2,921.81"
26/11/2014,"2,925.23"
25/11/2014,"2,873.32"
24/11/2014,"2,912.76"
21/11/2014,"2,872.88"
20/11/2014,"2,874.64"
19/11/2014,"2,877.51"
18/11/2014,"2,858.59"
17/11/2014,"2,871.10"
14/11/2014,"2,862.71"
13/11/2014,"2,880.28"
12/11/2014,"2,917.60"
11/11/2014,"2,982.52"
10/11/2014,"2,963.23"
07/11/2014,"2,945.32"
06/11/2014,"2,939.79"
05/11/2014,"2,933.04"
04/11/2014,"2,944.88"
03/11/2014,"2,924.69"
31/10/2014,"2,958.08"
30/10/2014,"3,000.75"
29/10/2014,"2,991.46"
28/10/2014,"2,982.01"
27/10/2014,"3,017.01"
24/10/2014,"3,088.12"
23/10/2014,"3,147.15"
22/10/2014,"3,148.53"
21/10/2014,"3,150.84"
20/10/2014,"3,161.98"
17/10/2014,"3,154.98"
16/10/2014,"3,121.44"
15/10/2014,"3,174.83"
14/10/2014,"3,140.57"
13/10/2014,"3,103.36"
10/10/2014,"3,178.88"
09/10/2014,"3,096.69"
08/10/2014,"3,079.02"
07/10/2014,"3,094.43"
06/10/2014,"3,115.44"
03/10/2014,"3,095.64"
02/10/2014,"3,121.25"
01/10/2014,"3,196.56"
30/09/2014,"3,313.46"
29/09/2014,"3,330.18"
26/09/2014,"3,329.88"
25/09/2014,"3,353.48"
24/09/2014,"3,393.51"
23/09/2014,"3,324.63"
22/09/2014,"3,356.62"
19/09/2014,"3,296.53"
18/09/2014,"3,238.56"
17/09/2014,"3,199.97"
16/09/2014,"3,133.22"
15/09/2014,"3,118.83"
12/09/2014,"3,118.74"
11/09/2014,"3,087.36"
10/09/2014,"3,108.64"
09/09/2014,"3,118.53"
08/09/2014,"3,105.44"
05/09/2014,"3,137.46"
04/09/2014,"3,172.48"
03/09/2014,"3,187.81"
02/09/2014,"3,196.59"
01/09/2014,"3,235.49"
29/08/2014,"3,252.30"
28/08/2014,"3,265.48"
27/08/2014,"3,249.29"
26/08/2014,"3,262.76"
25/08/2014,"3,264.31"
22/08/2014,"3,242.24"
21/08/2014,"3,243.05"
20/08/2014,"3,271.88"
19/08/2014,"3,252.74"
18/08/2014,"3,299.53"
15/08/2014,"3,286.77"
14/08/2014,"3,297.72"
13/08/2014,"3,295.91"
12/08/2014,"3,298.57"
11/08/2014,"3,285.13"
08/08/2014,"3,279.08"
07/08/2014,"3,287.73"
06/08/2014,"3,276.18"
05/08/2014,"3,258.58"
04/08/2014,"3,251.52"
01/08/2014,"3,254.88"
31/07/2014,"3,263.15"
30/07/2014,"3,255.65"
29/07/2014,"3,229.70"
28/07/2014,"3,218.15"
25/07/2014,"3,234.54"
24/07/2014,"3,229.91"
23/07/2014,"3,234.01"
22/07/2014,"3,197.81"
21/07/2014,"3,194.34"
18/07/2014,"3,166.13"
17/07/2014,"3,144.91"
16/07/2014,"3,150.09"
15/07/2014,"3,182.08"
14/07/2014,"3,162.50"
11/07/2014,"3,172.65"
10/07/2014,"3,165.70"
09/07/2014,"3,164.13"
08/07/2014,"3,195.70"
07/07/2014,"3,174.18"
04/07/2014,"3,180.57"
03/07/2014,"3,186.62"
02/07/2014,"3,204.82"
01/07/2014,"3,201.59"
30/06/2014,"3,213.27"
27/06/2014,"3,214.66"
26/06/2014,"3,137.77"
25/06/2014,"3,152.14"
24/06/2014,"3,131.51"
23/06/2014,"3,163.29"
20/06/2014,"3,185.63"
19/06/2014,"3,189.48"
18/06/2014,"3,193.07"
17/06/2014,"3,186.16"
16/06/2014,"3,183.92"
13/06/2014,"3,202.58"
12/06/2014,"3,158.46"
11/06/2014,"3,201.05"
10/06/2014,"3,172.66"
09/06/2014,"3,169.95"
06/06/2014,"3,159.01"
05/06/2014,"3,175.39"
04/06/2014,"3,169.54"
03/06/2014,"3,154.17"
02/06/2014,"3,147.17"
30/05/2014,"3,149.45"
29/05/2014,"3,125.77"
28/05/2014,"3,110.24"
27/05/2014,"3,113.55"
23/05/2014,"3,107.05"
22/05/2014,"3,085.73"
21/05/2014,"3,064.29"
20/05/2014,"3,048.29"
19/05/2014,"3,016.78"
16/05/2014,"3,003.28"
15/05/2014,"2,986.11"
14/05/2014,"2,974.68"
13/05/2014,"2,980.67"
12/05/2014,"2,950.38"
09/05/2014,"2,946.70"
08/05/2014,"2,976.61"
07/05/2014,"2,980.93"
06/05/2014,"3,005.85"
05/05/2014,"3,000.80"
02/05/2014,"2,999.03"
01/05/2014,"3,003.70"
30/04/2014,"3,049.18"
29/04/2014,"3,027.21"
28/04/2014,"3,022.71"
25/04/2014,"3,031.51"
24/04/2014,"3,049.45"
23/04/2014,"3,084.52"
22/04/2014,"3,076.42"
21/04/2014,"3,075.93"
